证券代码,证券简称,辖区,证监会行业,申万行业,内部控制指数评级,内部控制指数评分,报告期
605183.SH,确成股份,江苏辖区,化学原料和化学制品制造业,炭黑,B,687.06,2022-12-31
002837.SZ,英维克,深圳辖区,专用设备制造业,其他专用设备,B,686.99,2022-12-31
601512.SH,中新集团,江苏辖区,房地产业,产业地产,B,686.97,2022-12-31
605080.SH,浙江自然,浙江辖区,纺织业,娱乐用品,B,686.97,2022-12-31
300264.SZ,佳创视讯,深圳辖区,软件和信息技术服务业,IT服务Ⅲ,B,686.96,2022-12-31
002753.SZ,永东股份,山西辖区,化学原料和化学制品制造业,炭黑,B,686.93,2022-12-31
000596.SZ,古井贡酒,安徽辖区,酒、饮料和精制茶制造业,白酒Ⅲ,B,686.92,2022-12-31
601069.SH,西部黄金,新疆辖区,有色金属矿采选业,黄金,B,686.85,2022-12-31
002216.SZ,三全食品,河南辖区,食品制造业,预加工食品,B,686.83,2022-12-31
300908.SZ,仲景食品,河南辖区,食品制造业,调味发酵品Ⅲ,B,686.8,2022-12-31
002127.SZ,南极电商,江苏辖区,商务服务业,电商服务,B,686.76,2022-12-31
000823.SZ,超声电子,广东辖区,计算机、通信和其他电子设备制造业,印制电路板,B,686.71,2022-12-31
000421.SZ,南京公用,江苏辖区,"燃气生产和供应业  ",综合Ⅲ,B,686.65,2022-12-31
002953.SZ,日丰股份,广东辖区,"电气机械和器材制造业 ",线缆部件及其他,B,686.63,2022-12-31
000920.SZ,沃顿科技,贵州辖区,化学原料和化学制品制造业,膜材料,B,686.62,2022-12-31
002962.SZ,五方光电,湖北辖区,计算机、通信和其他电子设备制造业,光学元件,B,686.61,2022-12-31
601279.SH,英利汽车,吉林辖区,汽车制造业,其他汽车零部件,B,686.61,2022-12-31
600641.SH,万业企业,上海辖区,房地产业,住宅开发,B,686.59,2022-12-31
002783.SZ,凯龙股份,湖北辖区,化学原料和化学制品制造业,民爆制品,B,686.57,2022-12-31
000570.SZ,苏常柴Ａ,江苏辖区,通用设备制造业,底盘与发动机系统,B,686.56,2022-12-31
688686.SH,奥普特,广东辖区,仪器仪表制造业,其他自动化设备,B,686.53,2022-12-31
000822.SZ,山东海化,山东辖区,化学原料和化学制品制造业,纯碱,B,686.48,2022-12-31
002355.SZ,兴民智通,山东辖区,汽车制造业,轮胎轮毂,B,686.43,2022-12-31
601666.SH,平煤股份,河南辖区,煤炭开采和洗选业,焦煤,B,686.37,2022-12-31
603607.SH,京华激光,浙江辖区,"造纸和纸制品业 ",综合包装,B,686.37,2022-12-31
603602.SH,纵横通信,浙江辖区,软件和信息技术服务业,通信工程及服务,B,686.32,2022-12-31
600486.SH,扬农化工,江苏辖区,化学原料和化学制品制造业,农药,B,686.3,2022-12-31
600380.SH,健康元,深圳辖区,"医药制造业 ",化学制剂,B,686.24,2022-12-31
300832.SZ,新产业,深圳辖区,"医药制造业 ",体外诊断,B,686.2,2022-12-31
002249.SZ,大洋电机,广东辖区,"电气机械和器材制造业 ",电机Ⅲ,B,686.18,2022-12-31
603368.SH,柳药集团,广西辖区,批发业,医药流通,B,686.18,2022-12-31
002421.SZ,达实智能,深圳辖区,软件和信息技术服务业,IT服务Ⅲ,B,686.14,2022-12-31
002841.SZ,视源股份,广东辖区,计算机、通信和其他电子设备制造业,品牌消费电子,B,686.08,2022-12-31
600812.SH,华北制药,河北辖区,"医药制造业 ",化学制剂,B,686.01,2022-12-31
601128.SH,常熟银行,江苏辖区,货币金融服务,农商行Ⅲ,B,685.97,2022-12-31
688066.SH,航天宏图,北京辖区,软件和信息技术服务业,IT服务Ⅲ,B,685.96,2022-12-31
002510.SZ,天汽模,天津辖区,汽车制造业,其他汽车零部件,B,685.88,2022-12-31
300999.SZ,金龙鱼,上海辖区,农副食品加工业,粮油加工,B,685.88,2022-12-31
002451.SZ,摩恩电气,上海辖区,"电气机械和器材制造业 ",线缆部件及其他,B,685.85,2022-12-31
603968.SH,醋化股份,江苏辖区,化学原料和化学制品制造业,食品及饲料添加剂,B,685.84,2022-12-31
300886.SZ,华业香料,安徽辖区,化学原料和化学制品制造业,化妆品制造及其他,B,685.71,2022-12-31
603345.SH,安井食品,厦门辖区,农副食品加工业,预加工食品,B,685.68,2022-12-31
002544.SZ,普天科技,广东辖区,软件和信息技术服务业,通信工程及服务,B,685.63,2022-12-31
600559.SH,老白干酒,河北辖区,酒、饮料和精制茶制造业,白酒Ⅲ,B,685.63,2022-12-31
000504.SZ,南华生物,湖南辖区,科技推广和应用服务业,其他医疗服务,B,685.56,2022-12-31
002923.SZ,润都股份,广东辖区,"医药制造业 ",化学制剂,B,685.55,2022-12-31
300515.SZ,三德科技,湖南辖区,仪器仪表制造业,仪器仪表,B,685.48,2022-12-31
600756.SH,浪潮软件,山东辖区,软件和信息技术服务业,IT服务Ⅲ,B,685.48,2022-12-31
002126.SZ,银轮股份,浙江辖区,汽车制造业,底盘与发动机系统,B,685.43,2022-12-31
603089.SH,正裕工业,浙江辖区,汽车制造业,底盘与发动机系统,B,685.43,2022-12-31
300160.SZ,秀强股份,江苏辖区,非金属矿物制品业,家电零部件Ⅲ,B,685.41,2022-12-31
000151.SZ,中成股份,北京辖区,批发业,贸易Ⅲ,B,685.39,2022-12-31
002573.SZ,清新环境,北京辖区,生态保护和环境治理业,水务及水治理,B,685.39,2022-12-31
003017.SZ,大洋生物,浙江辖区,化学原料和化学制品制造业,无机盐,B,685.37,2022-12-31
002281.SZ,光迅科技,湖北辖区,计算机、通信和其他电子设备制造业,通信网络设备及器件,B,685.36,2022-12-31
002580.SZ,圣阳股份,山东辖区,"电气机械和器材制造业 ",蓄电池及其他电池,B,685.29,2022-12-31
601956.SH,东贝集团,湖北辖区,通用设备制造业,家电零部件Ⅲ,B,685.12,2022-12-31
603200.SH,上海洗霸,上海辖区,生态保护和环境治理业,水务及水治理,B,685.12,2022-12-31
603298.SH,杭叉集团,浙江辖区,通用设备制造业,工程机械整机,B,685.08,2022-12-31
002909.SZ,集泰股份,广东辖区,化学原料和化学制品制造业,有机硅,B,685.07,2022-12-31
603530.SH,神马电力,江苏辖区,"电气机械和器材制造业 ",线缆部件及其他,B,685.07,2022-12-31
600797.SH,浙大网新,浙江辖区,软件和信息技术服务业,IT服务Ⅲ,B,685,2022-12-31
600717.SH,天津港,天津辖区,水上运输业,港口,B,684.98,2022-12-31
688557.SH,兰剑智能,山东辖区,通用设备制造业,其他通用设备,B,684.91,2022-12-31
300767.SZ,震安科技,云南辖区,橡胶和塑料制品业,其他橡胶制品,B,684.9,2022-12-31
002282.SZ,博深股份,河北辖区,通用设备制造业,磨具磨料,B,684.89,2022-12-31
688678.SH,福立旺,江苏辖区,通用设备制造业,消费电子零部件及组装,B,684.89,2022-12-31
603358.SH,华达科技,江苏辖区,汽车制造业,其他汽车零部件,B,684.87,2022-12-31
002669.SZ,康达新材,上海辖区,化学原料和化学制品制造业,胶黏剂及胶带,B,684.78,2022-12-31
688628.SH,优利德,广东辖区,仪器仪表制造业,仪器仪表,B,684.78,2022-12-31
002654.SZ,万润科技,深圳辖区,商务服务业,LED,B,684.76,2022-12-31
601985.SH,中国核电,北京辖区,电力、热力生产和供应业,核力发电,B,684.7,2022-12-31
603866.SH,桃李面包,辽宁辖区,食品制造业,烘焙食品,B,684.69,2022-12-31
601658.SH,邮储银行,北京辖区,货币金融服务,国有大型银行Ⅲ,B,684.64,2022-12-31
603768.SH,常青股份,安徽辖区,汽车制造业,其他汽车零部件,B,684.63,2022-12-31
300900.SZ,广联航空,黑龙江辖区,铁路、船舶、航空航天和其他运输设备制造业,航空装备Ⅲ,B,684.6,2022-12-31
002387.SZ,维信诺,江苏辖区,计算机、通信和其他电子设备制造业,面板,B,684.59,2022-12-31
601901.SH,方正证券,湖南辖区,资本市场服务,证券Ⅲ,B,684.49,2022-12-31
002041.SZ,登海种业,山东辖区,农业,种子,B,684.48,2022-12-31
002476.SZ,宝莫股份,山东辖区,化学原料和化学制品制造业,其他石化,B,684.42,2022-12-31
002517.SZ,恺英网络,福建辖区,互联网和相关服务,游戏Ⅲ,B,684.42,2022-12-31
002563.SZ,森马服饰,浙江辖区,纺织服装、服饰业,非运动服装,B,684.4,2022-12-31
300363.SZ,博腾股份,重庆辖区,"医药制造业 ",医疗研发外包,B,684.4,2022-12-31
603948.SH,建业股份,浙江辖区,化学原料和化学制品制造业,其他化学制品,B,684.4,2022-12-31
688258.SH,卓易信息,江苏辖区,软件和信息技术服务业,IT服务Ⅲ,B,684.4,2022-12-31
688499.SH,利元亨,广东辖区,专用设备制造业,锂电专用设备,B,684.38,2022-12-31
600085.SH,同仁堂,北京辖区,"医药制造业 ",中药Ⅲ,B,684.36,2022-12-31
605599.SH,菜百股份,北京辖区,零售业,钟表珠宝,B,684.34,2022-12-31
300666.SZ,江丰电子,宁波辖区,计算机、通信和其他电子设备制造业,半导体材料,B,684.32,2022-12-31
605068.SH,明新旭腾,浙江辖区,皮革、毛皮、羽毛及其制品和制鞋业,车身附件及饰件,B,684.31,2022-12-31
688029.SH,南微医学,江苏辖区,专用设备制造业,医疗耗材,B,684.3,2022-12-31
002594.SZ,比亚迪,深圳辖区,汽车制造业,电动乘用车,B,684.29,2022-12-31
002623.SZ,亚玛顿,江苏辖区,非金属矿物制品业,光伏辅材,B,684.28,2022-12-31
000635.SZ,英 力 特,宁夏辖区,化学原料和化学制品制造业,氯碱,B,684.27,2022-12-31
601882.SH,海天精工,宁波辖区,通用设备制造业,机床工具,B,684.23,2022-12-31
002472.SZ,双环传动,浙江辖区,通用设备制造业,底盘与发动机系统,B,684.2,2022-12-31
300580.SZ,贝斯特,江苏辖区,汽车制造业,底盘与发动机系统,B,684.17,2022-12-31
300025.SZ,华星创业,浙江辖区,软件和信息技术服务业,通信工程及服务,B,684.15,2022-12-31
002537.SZ,海联金汇,青岛辖区,通用设备制造业,车身附件及饰件,B,684.1,2022-12-31
600189.SH,泉阳泉,吉林辖区,酒、饮料和精制茶制造业,软饮料,B,684.09,2022-12-31
000513.SZ,丽珠集团,广东辖区,"医药制造业 ",化学制剂,B,684.07,2022-12-31
603829.SH,洛凯股份,江苏辖区,"电气机械和器材制造业 ",配电设备,B,683.98,2022-12-31
002718.SZ,友邦吊顶,浙江辖区,其他制造业,其他建材,B,683.97,2022-12-31
300838.SZ,浙江力诺,浙江辖区,仪器仪表制造业,金属制品,B,683.8,2022-12-31
300873.SZ,海晨股份,江苏辖区,"仓储业 ",中间产品及消费品供应链服务,B,683.8,2022-12-31
603026.SH,胜华新材,山东辖区,化学原料和化学制品制造业,电池化学品,B,683.6,2022-12-31
603639.SH,海利尔,青岛辖区,化学原料和化学制品制造业,农药,B,683.6,2022-12-31
300329.SZ,海伦钢琴,宁波辖区,文教、工美、体育和娱乐用品制造业,娱乐用品,B,683.54,2022-12-31
300415.SZ,伊之密,广东辖区,专用设备制造业,其他专用设备,B,683.54,2022-12-31
300739.SZ,明阳电路,深圳辖区,计算机、通信和其他电子设备制造业,印制电路板,B,683.47,2022-12-31
603236.SH,移远通信,上海辖区,计算机、通信和其他电子设备制造业,通信终端及配件,B,683.43,2022-12-31
600865.SH,百大集团,浙江辖区,零售业,百货,B,683.42,2022-12-31
688230.SH,芯导科技,上海辖区,计算机、通信和其他电子设备制造业,分立器件,B,683.42,2022-12-31
688128.SH,中国电研,广东辖区,专用设备制造业,其他专用设备,B,683.41,2022-12-31
300557.SZ,理工光科,湖北辖区,仪器仪表制造业,仪器仪表,B,683.39,2022-12-31
603176.SH,汇通集团,河北辖区,土木工程建筑业,基建市政工程,B,683.39,2022-12-31
603938.SH,三孚股份,河北辖区,化学原料和化学制品制造业,其他化学原料,B,683.38,2022-12-31
300075.SZ,数字政通,北京辖区,软件和信息技术服务业,垂直应用软件,B,683.29,2022-12-31
000926.SZ,福星股份,湖北辖区,房地产业,住宅开发,B,683.25,2022-12-31
301118.SZ,恒光股份,湖南辖区,化学原料和化学制品制造业,其他化学原料,B,683.22,2022-12-31
002739.SZ,万达电影,北京辖区,广播、电视、电影和影视录音制作业,院线,B,683.21,2022-12-31
603396.SH,金辰股份,辽宁辖区,专用设备制造业,光伏加工设备,B,683.17,2022-12-31
603408.SH,建霖家居,厦门辖区,橡胶和塑料制品业,卫浴制品,B,683.16,2022-12-31
000792.SZ,盐湖股份,青海辖区,化学原料和化学制品制造业,钾肥,B,683.12,2022-12-31
600035.SH,楚天高速,湖北辖区,道路运输业,高速公路,B,683.12,2022-12-31
600202.SH,哈空调,黑龙江辖区,"电气机械和器材制造业 ",制冷空调设备,B,683.12,2022-12-31
002004.SZ,华邦健康,重庆辖区,化学原料和化学制品制造业,化学制剂,B,683.11,2022-12-31
603737.SH,三棵树,福建辖区,化学原料和化学制品制造业,涂料,B,683.11,2022-12-31
300135.SZ,宝利国际,江苏辖区,化学原料和化学制品制造业,其他石化,B,683.1,2022-12-31
600425.SH,青松建化,新疆辖区,非金属矿物制品业,水泥制造,B,683,2022-12-31
300118.SZ,东方日升,宁波辖区,"电气机械和器材制造业 ",光伏电池组件,B,682.96,2022-12-31
600232.SH,金鹰股份,浙江辖区,纺织业,纺织服装设备,B,682.94,2022-12-31
688513.SH,苑东生物,四川辖区,"医药制造业 ",化学制剂,B,682.92,2022-12-31
600905.SH,三峡能源,北京辖区,电力、热力生产和供应业,风力发电,B,682.9,2022-12-31
603717.SH,天域生态,重庆辖区,土木工程建筑业,园林工程,B,682.89,2022-12-31
002083.SZ,孚日股份,山东辖区,纺织业,棉纺,B,682.87,2022-12-31
002171.SZ,楚江新材,安徽辖区,有色金属冶炼和压延加工业,铜,B,682.83,2022-12-31
300898.SZ,熊猫乳品,浙江辖区,食品制造业,乳品,B,682.78,2022-12-31
300009.SZ,安科生物,安徽辖区,"医药制造业 ",其他生物制品,B,682.7,2022-12-31
300402.SZ,宝色股份,江苏辖区,专用设备制造业,金属制品,B,682.68,2022-12-31
300745.SZ,欣锐科技,深圳辖区,汽车制造业,汽车电子电气系统,B,682.65,2022-12-31
300375.SZ,鹏翎股份,天津辖区,橡胶和塑料制品业,底盘与发动机系统,B,682.64,2022-12-31
600460.SH,士兰微,浙江辖区,计算机、通信和其他电子设备制造业,分立器件,B,682.62,2022-12-31
688333.SH,铂力特,陕西辖区,通用设备制造业,其他通用设备,B,682.6,2022-12-31
600071.SH,凤凰光学,江西辖区,仪器仪表制造业,光学元件,B,682.57,2022-12-31
600345.SH,长江通信,湖北辖区,计算机、通信和其他电子设备制造业,其他通信设备,B,682.57,2022-12-31
002319.SZ,乐通股份,广东辖区,化学原料和化学制品制造业,涂料油墨,B,682.52,2022-12-31
301061.SZ,匠心家居,江苏辖区,"家具制造业 ",成品家居,B,682.5,2022-12-31
688265.SH,南模生物,上海辖区,研究和试验发展,医疗研发外包,B,682.49,2022-12-31
301057.SZ,汇隆新材,浙江辖区,化学纤维制造业,涤纶,B,682.4,2022-12-31
300863.SZ,卡倍亿,宁波辖区,汽车制造业,汽车电子电气系统,B,682.38,2022-12-31
603033.SH,三维股份,浙江辖区,橡胶和塑料制品业,其他橡胶制品,B,682.36,2022-12-31
605368.SH,蓝天燃气,河南辖区,"燃气生产和供应业  ",燃气Ⅲ,B,682.35,2022-12-31
002394.SZ,联发股份,江苏辖区,纺织业,棉纺,B,682.32,2022-12-31
603688.SH,石英股份,江苏辖区,非金属矿物制品业,非金属材料Ⅲ,B,682.32,2022-12-31
002368.SZ,太极股份,北京辖区,软件和信息技术服务业,IT服务Ⅲ,B,682.29,2022-12-31
002849.SZ,威星智能,浙江辖区,仪器仪表制造业,仪器仪表,B,682.29,2022-12-31
605118.SH,力鼎光电,厦门辖区,计算机、通信和其他电子设备制造业,安防设备,B,682.26,2022-12-31
002608.SZ,江苏国信,江苏辖区,电力、热力生产和供应业,火力发电,B,682.25,2022-12-31
000967.SZ,盈峰环境,浙江辖区,生态保护和环境治理业,环保设备Ⅲ,B,682.23,2022-12-31
002294.SZ,信立泰,深圳辖区,"医药制造业 ",化学制剂,B,682.23,2022-12-31
601606.SH,长城军工,安徽辖区,其他制造业,地面兵装Ⅲ,B,682.23,2022-12-31
002457.SZ,青龙管业,宁夏辖区,非金属矿物制品业,管材,B,682.22,2022-12-31
300445.SZ,康斯特,北京辖区,仪器仪表制造业,仪器仪表,B,682.06,2022-12-31
301007.SZ,德迈仕,大连辖区,汽车制造业,底盘与发动机系统,B,682.06,2022-12-31
600272.SH,开开实业,上海辖区,零售业,医药流通,B,682.05,2022-12-31
603839.SH,安正时尚,浙江辖区,纺织服装、服饰业,非运动服装,B,682.03,2022-12-31
603323.SH,苏农银行,江苏辖区,货币金融服务,农商行Ⅲ,B,681.96,2022-12-31
688319.SH,欧林生物,四川辖区,"医药制造业 ",疫苗,B,681.96,2022-12-31
600579.SH,克劳斯,青岛辖区,专用设备制造业,其他专用设备,B,681.91,2022-12-31
601179.SH,中国西电,陕西辖区,"电气机械和器材制造业 ",输变电设备,B,681.87,2022-12-31
600743.SH,华远地产,北京辖区,房地产业,住宅开发,B,681.79,2022-12-31
002738.SZ,中矿资源,北京辖区,有色金属冶炼和压延加工业,其他小金属,B,681.78,2022-12-31
000037.SZ,深南电A,深圳辖区,电力、热力生产和供应业,火力发电,B,681.77,2022-12-31
002839.SZ,张家港行,江苏辖区,货币金融服务,农商行Ⅲ,B,681.73,2022-12-31
300398.SZ,飞凯材料,上海辖区,化学原料和化学制品制造业,电子化学品Ⅲ,B,681.73,2022-12-31
300534.SZ,陇神戎发,甘肃辖区,"医药制造业 ",中药Ⅲ,B,681.71,2022-12-31
603739.SH,蔚蓝生物,青岛辖区,食品制造业,食品及饲料添加剂,B,681.71,2022-12-31
600815.SH,厦工股份,厦门辖区,专用设备制造业,工程机械整机,B,681.7,2022-12-31
000705.SZ,浙江震元,浙江辖区,批发业,医药流通,B,681.64,2022-12-31
603886.SH,元祖股份,上海辖区,食品制造业,烘焙食品,B,681.55,2022-12-31
603883.SH,老百姓,湖南辖区,零售业,线下药店,B,681.48,2022-12-31
